Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis
présentation,DONNÉES DÉMOGRAPHIQUES,demog_occupation,radio,Lieu principal d'exercice de la profession,"1, Télétravail ou sans emploi | 2, À l'intérieur - bureau/santé/éducation/hôtellerie/commerce/domicile | 3, À l'intérieur - usine | 8, À l'extérieur - contact avec des animaux (vétérinaire, éleveur, abattoir) | 4, À l'extérieur - agriculture/sylviculture/pêche | 5, À l'extérieur - construction/industrie/exploitation minière | 6, Forces armées | 7, Étudiant | 99, Inconnu | 88, Autre",,,,,,,Il s'agit du lieu où le patient effectue la majeure partie du travail lié à sa profession actuelle. ,Sélectionnez l'option la plus appropriée qui correspond au lieu de travail principal.,,,,,risk_factor_socio,,,1.0,1.0,,,,1.0,,,,,,,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_occupation_oth,text,Préciser autre lieu principal d'exercice de la profession,,,,,,[demog_occupation]='88',,Il s'agit du lieu où le patient effectue la majeure partie du travail lié à sa profession actuelle.,"Si « Autre », précisez le lieu de travail principal.",,,,,risk_factor_socio,,,1.0,1.0,,,,1.0,,,,,,,
présentation,DONNÉES DÉMOGRAPHIQUES,demog_residence,radio,Ville de résidence du patient,"1, Identique à l'établissement de santé | 2, Différent de l'établissement de santé | 99, Inconnu",,,,,,,Il s'agit de la ville où une personne réside de manière plus que temporaire ou permanente.,"Si la ville de résidence du patient est différente de celle où se trouve l'établissement de santé, précisez la région de résidence du patient ci-dessous.",SNOMED,"433178008, City of residence (observable entity)","C2316883, City of residence",,risk_factor_socio,,,1.0,,,,,1.0,,,,,,,1.0
présentation,DONNÉES DÉMOGRAPHIQUES,demog_residence_oth,text,"Si différente de l'établissement de santé, précisez la région de résidence du patient.",,,,,,[demog_residence]='2',,Il s'agit de la ville où une personne réside de manière plus que temporaire ou permanente.,"Si « Différent de l'établissement de santé », précisez la région de résidence du patient.",SNOMED,"433178008, City of residence (observable entity)","C2316883, City of residence",,risk_factor_socio,,,1.0,,,,,1.0,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_travel,radio,Le patient a-t-il voyagé en dehors de sa région de résidence au cours des 14 derniers jours ?,"1, Oui | 0, Non | 99, Inconnu",,,,,,,"Il s'agit des déplacements vers une autre ville ou région, une autre partie du pays ou à l'étranger dans les 14 jours précédant l'apparition des symptômes liés à la maladie actuelle.","Indiquez « Oui » si le patient s'est rendu dans une autre ville ou région, dans une autre partie du pays ou à l'étranger dans les 14 jours précédant l'apparition des symptômes liés à la maladie actuelle.",SNOMED,"129018004, Traveling (observable entity)","C0040802, travel",,,,,1.0,1.0,,,,1.0,,,,,,,1.0
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_travel_loc,notes,Précisez toutes les villes et régions de voyage,,,,,,[expo14_travel] = '1',,Il s'agit de toutes les villes ou régions où le patient s'est rendu dans les 14 jours précédant l'apparition des symptômes liés à la maladie actuelle.,"Si le patient s'est éloigné de son lieu de résidence habituel dans les 14 jours précédant l'apparition des symptômes, indiquez le ou les lieux visités.",,,,,,,,1.0,1.0,,,,1.0,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_yn,radio,Antécédents de contact avec un cas humain suspect ou confirmé du même agent pathogène ?,"1, Oui | 0, Non | 99, Inconnu",,,,,,,"Il s'agit des antécédents de contact du patient avec toute personne présentant des symptômes similaires ou un cas confirmé, ou avec du matériel contaminé provenant d'un cas suspect ou confirmé (par exemple, des fluides corporels, des objets, du linge de lit, etc.).","Indiquez « Oui » si le patient a été en contact avec une personne présentant des symptômes similaires ou avec un cas confirmé, ou avec du matériel contaminé provenant d'un cas suspect ou confirmé (par exemple, des liquides biologiques, des objets, du linge de lit, etc.).",,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_typecomm,radio,Contact communautaire,"1, Oui | 0, Non | 99, Inconnu",,,,,[expo14_yn]='1',,Il s'agit du mode d'exposition à un cas suspect ou confirmé. Le contact communautaire désigne une exposition en dehors d'un établissement de santé.,Indiquez « Oui » si le patient a été exposé à un cas humain suspect ou confirmé de cette manière.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,,1.0,1.0,,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_typevert,radio,Transmission verticale,"1, Oui | 0, Non | 99, Inconnu",,,,,[expo14_yn]='1' and  [demog_calcage_days]<365,,Il s'agit du mode d'exposition à un cas suspect ou confirmé. La transmission verticale désigne la transmission de la mère à l'enfant.,Indiquez « Oui » si le patient a été exposé à un cas humain suspect ou confirmé de cette manière.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,,1.0,1.0,,,,,,,1.0,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_typehcw,radio,Exposition d'un professionnel de santé,"1, Oui | 0, Non | 99, Inconnu",,,,,[expo14_yn]='1' and  [demog_calcage_days]>5840,,Il s'agit du mode d'exposition à un cas suspect ou confirmé. L'exposition des professionnels de santé désigne une exposition dans un établissement de santé.,Indiquez « Oui » si le patient a été exposé de cette manière à un cas humain suspect ou confirmé.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,,1.0,1.0,,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_typesext,radio,Transmission sexuelle,"1, Oui | 0, Non | 99, Inconnu",,,,,[expo14_yn]='1' and  [demog_calcage_days]>5840,,Il s'agit du mode d'exposition à un cas suspect ou confirmé. La transmission sexuelle désigne l'infection propagée par contact sexuel.,Indiquez « Oui » si le patient a été exposé de cette manière à un cas humain suspect ou confirmé.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,,1.0,1.0,,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_typefaml,radio,Contacts familiaux/domestiques,"1, Oui | 0, Non | 99, Inconnu",,,,,[expo14_yn]='1',,Il s'agit du mode d'exposition à un cas suspect ou confirmé. Le contact familial/domestique désigne la transmission de l'infection par des personnes qui partagent le même logement la plupart du temps (et avec lesquelles un contact étroit est donc inévitable).,Indiquez « Oui » si le patient a été exposé de cette manière à un cas humain suspect ou confirmé.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,1.0,1.0,1.0,,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_typeschool,radio,Exposition dans le cadre de la garde d'enfants/à l'école,"1, Oui | 0, Non | 99, Inconnu",,,,,[expo14_yn]='1',,Il s'agit du mode d'exposition à un cas suspect ou confirmé survenant dans des structures d'accueil pour enfants ou dans le cadre scolaire.,Indiquez « Oui » si le patient a été exposé de cette manière à un cas humain suspect ou confirmé.,,,,,,,,,,,1.0,,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_typeoth,radio,Autre type d'exposition humaine,"1, Oui | 0, Non | 99, Inconnu",,,,,[expo14_yn]='1',,Il s'agit des autres modes d'exposition à un cas suspect ou confirmé non spécifiés ci-dessus.,Indiquez « Oui » si le patient a été exposé à un cas humain suspect ou confirmé.,SNOMED,"277057000, Community acquired (qualifier value) | 1290740005, Vertical transmission (qualifier value) | 8098009, Sexually transmitted infectious disease (disorder)","C5392207, Community Transmission | C0242648, Vertical Disease Transmission | C0036916, Sexually Transmitted Diseases",,,,,,,1.0,1.0,,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_typeoth_spec,text,Précisez l'autre type d'exposition humaine,,,,,,[expo14_typeoth]='1',,Il s'agit des autres modes d'exposition à un cas suspect ou confirmé non spécifiés ci-dessus.,"Si « Autre », précisez le mode d'exposition à un cas suspect ou confirmé.",,,,,,,,,,1.0,1.0,,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_date,date_dmy,Date du contact avec un cas suspect ou confirmé,,date_dmy,,today,,[expo14_yn]='1',,"Il s'agit de la date du contact avec toute personne présentant des symptômes similaires ou un cas confirmé connu, ou avec du matériel contaminé provenant d'un cas suspect ou confirmé (par exemple, des fluides corporels, des objets, du linge de lit, etc.).",Inscrivez la date du contact avec le cas humain suspect ou confirmé au format JJ/MM/AAAA.,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_setting,radio,Contexte du contact,"1, Ménage | 2, Professionnel | 4, Établissement de santé | 99, Inconnu | 88, Autre",,,,,,,Il s'agit de l'environnement dans lequel la personne a pu entrer en contact avec un cas suspect ou confirmé.,Sélectionnez l'option la plus appropriée qui correspond au contexte du contact avec un cas humain confirmé ou suspect.,,,,,,,1.0,,,,,1.0,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_setting_oth,text,Précisez l'autre contexte du contact,,,,,,[expo14_setting]='88',,Il s'agit de l'environnement dans lequel la personne a pu entrer en contact avec un cas suspect ou confirmé.,"Si « Autre », précisez le contexte du contact avec un cas confirmé ou suspect.",,,,,,,1.0,,,,,1.0,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon,radio,"Y a-t-il eu un contact avec des animaux, des refuges pour animaux, de la viande ou d'autres produits d'origine animale au cours des 14 derniers jours ?","1, Oui | 0, Non | 99, Inconnu",,,,,,,"Il s'agit du contact avec des animaux, des élevages, de la viande ou d'autres produits d'origine animale au cours des 14 derniers jours.","Indiquez « Oui » si le patient a été en contact avec des animaux, des refuges pour animaux, de la viande ou d'autres produits d'origine animale au cours des 14 derniers jours.",,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_date,date_dmy,Date du contact avec une source animale suspecte ou confirmée,,date_dmy,,today,,[expo14_ancon]='1',,"Il s'agit de la date du contact avec des animaux, des élevages, de la viande ou d'autres produits d'origine animale au cours des 14 derniers jours.","Indiquez la date du contact avec des animaux, des refuges pour animaux, de la viande ou d'autres produits d'origine animale au cours des 14 derniers jours, au format JJ/MM/AAAA.",,,,,,,1.0,,,,,1.0,1.0,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_lstock,radio,Contact avec du bétail,"1, Oui | 0, Non | 99, Inconnu",,,,,[expo14_ancon]='1',,"Il s'agit du contact avec des oiseaux vivants (par exemple, poulets, dindes, canards) au cours des 14 derniers jours.",Indiquez « Oui » si le patient a été exposé à ce risque au cours des 14 derniers jours.,,,,,,,1.0,,,,,1.0,,,,,,,,1.0
présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_lstock_type,checkbox,Type de bétail,"1, Volailles/oiseaux | 2, Vaches laitières/équipement | 3, Autres bovins | 4, les porcs",,,,,[expo14_ancon_lstock] = '1',,"Il s'agit d'un contact avec des oiseaux vivants (par exemple poulets, dindes, canards) survenu au cours des 14 derniers jours.",Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,,,,,,1.0,,,,,1.0,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_lstock_cttype,checkbox,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animal malade ou mort | 99, Inconnu | 88, Autre",,,,,[expo14_ancon_lstock] = '1',,"Il s'agit du ou des types de contact avec des animaux au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou la découpe d'animaux destinés à la consommation. La manipulation comprend le fait de toucher, de caresser ou de partager l'espace de vie d'animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les abris d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte). ",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.,,,,,,,1.0,,,,,1.0,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_nhprim,radio,Contact avec des primates non humains,"1, Oui | 0, Non | 99, Inconnu",,,,,[expo14_ancon]='1',,"Il s'agit du contact avec des primates non humains (un groupe de mammifères composé de singes  et de grands singes  et de prosimiens, tels que les lémuriens) au cours des 14 derniers jours.",Indiquez « Oui » si le patient a présenté ce symptôme au cours des 14 derniers jours.,,,,,,,1.0,,,,,1.0,,,,,,,,
présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_nhprim_type,checkbox,Type de primates non humains,"1, Singes | 2, singes",,,,,[expo14_ancon_nhprim]='1',,Il s'agit de contacts avec des singes survenus au cours des 14 derniers jours.,Indiquez « Oui » si le patient a vécu cela au cours des 14 derniers jours.,,,,,,,1.0,,,,,1.0,,,,,,,,
présentation,EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,expo14_ancon_nhprim_cttype,checkbox,Précisez le type de contact,"1, Chasse | 2, Préparation | 3, Manipulation | 4, Consommation (non transformé / insuffisamment cuit / cru) | 5, Commerce | 6, Excréments ou nids d'animaux | 7, Animaux malades ou morts | 99, Inconnu | 88, Autre",,,,,[expo14_ancon_nhprim]='1',,"Il s'agit du ou des types de contact avec des animaux survenu au cours des 14 derniers jours. La chasse comprend la découverte ou la mise à mort d'animaux à des fins alimentaires ou sportives. La préparation comprend le dépouillement, le dépeçage ou l'abattage d'animaux à des fins de consommation. La manipulation comprend le fait de toucher, de caresser ou de partager un espace de vie avec des animaux. La consommation comprend l'ingestion de parties d'animaux non transformées, insuffisamment cuites ou crues. Le commerce comprend le contact avec des animaux dans le cadre de la vente, de l'achat ou de l'échange d'animaux. Les excréments ou nids d'animaux comprennent le contact avec les excréments, les nids ou les habitats d'animaux. Les animaux malades ou morts désignent le contact avec un animal malade ou mort, mais pas la participation à une opération chirurgicale ou à une autopsie sur un animal (question distincte). ",Sélectionnez tous les types de contact avec des animaux qui ont eu lieu au cours des 14 derniers jours.,,,,,,,1.0,,,,,1.0,,,,,,,,
